code,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,chief_investigators,chief_investigators_orcids
DP250104165,2025,Active,743667,772745.0,Monash University,Dr Maureen Hagan; A/Prof Yan Wong,0000-0003-4965-2731; 0000-0002-5281-8221
DP250104201,2025,Active,435000,451497.0,Monash University,Dr James Saunderson,0000-0002-5456-0180
DP250104240,2025,Active,1117985,1151590.0,Monash University,Prof Christina Mitchell; Dr Meagan McGrath,0000-0002-9414-6558
DP250104242,2025,Active,801000,832649.0,Monash University,Prof Christina Mitchell; Prof Ian Smyth; Dr Elizabeth Davies,0000-0003-1838-536X
DP250104274,2025,Active,623274,648504.0,Monash University,A/Prof Wendy Imlach; Prof Arthur Christopoulos,0000-0002-7521-9969
DP250104378,2025,Active,701415,731230.0,Monash University,Prof John Forsythe; Em/Prof Helena Parkington; A/Prof Levin Kuhlmann; Prof Marie-Isabel Aguilar,0000-0003-2849-229X; 0000-0002-0590-651X; 0000-0002-5108-6348; 0000-0002-0234-4064
DP250104571,2025,Active,669050,694992.0,Monash University,Prof Karla Hutt; Dr Jessica Stringer; Dr Amy Winship,0000-0002-5111-8389; 0000-0003-4729-3026; 0000-0001-7848-1447
DP250104773,2025,Active,841033,870367.0,Monash University,Prof Darren Creek; A/Prof Danny Wilson,0000-0001-7497-7082; 0000-0002-5073-1405
DP250104894,2025,Active,720000,749328.0,Monash University,Prof Chen Davidovich,0000-0002-1085-6094
DP250105091,2025,Active,498891,517471.0,Monash University,A/Prof Rigissa Megalokonomou,0000-0002-5687-671X
DP250103744,2025,Active,569636,592024.0,The Australian National University,A/Prof Po-Lam Yung; Prof Neil Trudinger,0000-0002-0441-3625
DP250100759,2025,Active,540000,543666.0,The Australian National University,Dr Adele Morrison; Prof Matthew England; Dr Madelaine Gamble Rosevear,0000-0002-9904-4980; 0000-0003-4254-843X
DP250101115,2025,Active,803784,842716.0,The University of Adelaide,Prof Paul Thomas,
DP250100915,2025,Active,741300,772285.0,The University of New South Wales,Prof Richard Tilley; Dr Minkyung Kang; Dr Priyank Vijaya Kumar,0000-0003-3248-8496; 0000-0002-8203-7223
DP250104348,2025,Active,493106,517295.0,Queensland University of Technology,A/Prof Kathleen Mullen; Dr David Marshall,0000-0003-4480-0985; 0000-0002-1711-2338
DP250101396,2025,Active,596429,626628.0,The University of New South Wales,A/Prof Yulei Sui; Dr Hammond Pearce,0000-0002-9510-6574; 0000-0002-3488-7004
DP250100107,2025,Active,897000,932071.0,The University of Sydney,Prof Fiona White; Dr Mike Seymour,0000-0002-8477-1202
DP250101007,2025,Active,753024,781766.0,The University of New South Wales,Dr Karly Turner; Prof Andrew Killcross,0000-0003-3714-5118
DP250101156,2025,Active,640350,666332.0,Charles Sturt University,Prof Muhammad J. A. Shiddiky; Prof Chamindie Punyadeera; Dr Tanveer Hussain; Dr Kevin Koo,0000-0003-4526-4109; 0000-0001-9039-8259; 0000-0003-1973-4584; 0000-0002-2652-1985
DP250100171,2025,Active,852831,886241.0,The University of Newcastle,Prof Frini Karayanidis; Prof Mitchell Duncan; Prof Suzanne Snodgrass,0000-0002-3317-9954; 0000-0002-9166-6195; 0000-0003-3515-4758
DP250101405,2025,Active,421502,446683.0,The University of New South Wales,A/Prof Alastair Stewart,0000-0002-2070-6030
DP250100690,2025,Active,528908,550404.0,The Australian National University,Prof Stuart Wyithe; Prof Cathryn Trott; Dr Yuxiang Qin,0000-0001-6324-1766; 0000-0002-4314-1810
DP250101149,2025,Active,536877,548762.0,The University of Melbourne,Prof Yinghui Tian; Prof Mark Cassidy,0000-0002-0874-2346
DP250100643,2025,Active,733179,761961.0,University of South Australia,Prof Sharad Kumar,0000-0001-7126-9814
DP250103776,2025,Active,508427,528739.0,Charles Darwin University,Dr Michaela Spencer; Dr Matthew Campbell; Prof Adrian MacKenzie; Prof Michael Christie,0000-0003-2936-7343; 0000-0002-5709-658X
DP250102207,2025,Active,437000,454352.0,The University of Queensland,Dr Sabrina Burgener,0000-0002-9332-7998
DP250100725,2025,Active,406298,411658.0,Deakin University,A/Prof Timothy Neale; Dr Kari Dahlgren; Prof Matthew Kearnes; Prof Teresa Lea; Dr Christopher Mayes,0000-0003-4703-5801; 0000-0002-3111-8891; 0000-0001-6267-9571; 0000-0002-0444-1466; 0000-0003-2674-6225
DP250101119,2025,Active,689942,720136.0,The Australian National University,Prof Rhodri Davies; A/Prof Maria Seton; Dr Mark Hoggard; Prof Joanne Whittaker,0000-0002-7662-9468; 0000-0001-8541-1367; 0000-0003-4310-3862; 0000-0002-3170-3935
DP250101468,2025,Active,699300,727956.0,The University of New South Wales,Prof Cordelia Selomulya; Dr Yong Wang,0000-0003-3744-912X
DP250103374,2025,Active,565891,588379.0,The University of Queensland,A/Prof Jacinda Ginges; Dr Benjamin Roberts,0000-0003-0390-0891; 0000-0002-0345-6375
DP250100735,2025,Active,615194,637241.0,The Australian National University,Prof Matthew Colless; A/Prof Edward Taylor,0000-0001-9552-8075; 0000-0002-5522-9107
DP250101705,2025,Active,682637,708986.0,University of Wollongong,A/Prof Shane Ellis; Prof Christopher Hyland,0000-0002-3326-5991; 0000-0002-9963-5924
DP250102068,2025,Active,368285,380940.0,Curtin University,Dr Tod Jones; A/Prof Susanna Castleden,0000-0003-3188-8359; 0000-0001-6713-006X
DP250104314,2025,Active,401500,417386.0,University of South Australia,Prof Md Mizanur Rahman; Prof Arul Arulrajah; Prof Andries Fourie,0000-0002-0638-4055; 0000-0003-1512-9803
DP250101781,2025,Active,700332,726519.0,Griffith University,Dr Bartholomew Stanford; Prof Ciaran O'Faircheallaigh,0000-0002-7832-6102
DP250100739,2025,Active,151346,159935.0,The University of New South Wales,A/Prof Ann Kayis-Kumar; Prof Michael Walpole; Prof Jan Breckenridge,0000-0002-3445-9069; 0000-0002-5755-2768; 0000-0002-6379-0607
DP250100418,2025,Active,677659,708728.0,The Australian National University,Dr Kai Xun Chan; Prof Zhong-Hua Chen; Prof Caitlin Byrt,0000-0003-3554-7228; 0000-0002-7531-320X; 0000-0001-8549-2873
DP250100594,2025,Active,699000,724539.0,University of Wollongong,Dr Jacob Lewis; Dr Lisanne Spenkelink,0000-0002-9945-6133; 0000-0002-5511-8757
DP250100461,2025,Active,660397,680909.0,Griffith University,Dr Erin O'Brien; Dr Ainsley Elbra; Dr Martijn Boersma,0000-0003-4593-8951; 0000-0002-1359-7673; 0000-0001-9789-1046
DP250102801,2025,Active,365770,379611.0,Griffith University,Dr Sara Thaichon; A/Prof Isaac Cheah; A/Prof Park Thaichon; Prof Scott Weaven,0000-0002-0976-5179; 0000-0001-5064-7812; 0000-0001-7512-7362; 0000-0001-9150-7111
DP250101460,2025,Active,519771,546638.0,The University of Queensland,Prof Sara Dolnicar; Prof Marius Portmann; Dr Danyelle Greene; Dr Anna Zinn; Dr Siamak Layeghy,0000-0001-5176-3161; 0000-0003-1852-3961; 0000-0001-9568-449X; 0000-0002-3631-0372; 0000-0002-1229-2368
DP250103673,2025,Active,1217672,1270537.0,The University of Queensland,Prof Philip Hugenholtz,0000-0001-5386-7925
DP250102681,2025,Active,730968,765630.0,The Australian National University,A/Prof Damien Farine; Prof Saul Cunningham; Dr Ross Crates,0000-0003-2208-7613; 0000-0003-0703-6893; 0000-0002-7660-309X
DP250100715,2025,Active,1263789,1298519.0,The University of New South Wales,Prof Lynne Bilston; Dr Peter Burke; Dr Bowen Dempsey,0000-0001-8250-9019; 0000-0002-6896-3298; 0000-0002-6441-8794
DP250101885,2025,Active,648006,666385.0,The University of Sydney,Dr Sophia Maalsen; Prof Pauline McGuirk; Prof Robyn Dowling,0000-0001-6384-0785; 0000-0001-8998-2685
DP250101508,2025,Active,1091246,1130794.0,The University of Queensland,Prof Philip Hugenholtz,0000-0001-5386-7925
DP250103019,2025,Active,617128,631566.0,The University of New South Wales,Dr Benjamin Montet; Prof Christopher Tinney,0000-0001-7516-8308; 0000-0002-7595-0970
DP250100522,2025,Active,863257,889323.0,The University of Sydney,Prof Alison Betts; Dr Rebecca Hamilton; Dr Michael Spate,0000-0002-3664-6001; 0000-0002-5443-8353; 0000-0003-2844-735X
DP250102295,2025,Active,646936,672612.0,Griffith University,Prof Katherine Andrews; Dr Ghizal Siddiqui; Dr Alain-Dominique Gorse,0000-0002-1591-8979; 0000-0002-3153-3198
DP250101476,2025,Active,460410,484288.0,Flinders University,A/Prof Martin Breed; Dr Jake Robinson; Dr Craig Liddicoat; Prof Timothy Cavagnaro,0000-0001-7810-9696; 0000-0001-8108-3271; 0000-0002-4812-7524; 0000-0002-9922-5677
DP250101568,2025,Active,423636,433316.0,University of Southern Queensland,Dr Xu Huang; Dr Yanjun Zhou; Prof Duncan Wright; Dr Thomas Evans-Soma,0000-0002-4891-3517; 0000-0001-7294-5386; 0000-0001-5442-1300
DP250103080,2025,Active,662287,691650.0,The University of Sydney,Prof Anita Ho-Baillie; Dr Jueming Bing,0000-0001-9849-4755; 0000-0002-3886-0757
DP250100162,2025,Active,254965,265921.0,The University of Queensland,Dr Antonio Rosato; Dr Zachary Breig,0000-0003-1789-0225; 0000-0002-6755-277X
DP250101510,2025,Active,579272,588733.0,The University of Sydney,Dr Benjamin Marks; Prof Alexander Scheuermann,0000-0003-2928-9349; 0000-0002-5676-5403
DP250101804,2025,Active,758537,788254.0,The University of Melbourne,Prof Benjamin Howden; Prof Linda Blackall; Dr Arash Zamyadi; A/Prof Michael Grace; Dr Rebekah Henry,0000-0003-0237-1473; 0000-0002-0982-8133; 0000-0001-6530-8557
DP250101054,2025,Active,689566,715951.0,The University of Melbourne,Prof Tamara Kohn; Hon Prof Michael Arnold; Prof Martin Gibbs; Dr Bjørn Nansen; Dr Hannah Harewood Gould,0000-0002-1071-4168; 0000-0002-5796-4578; 0000-0002-1990-1955; 0000-0001-6215-8768; 0000-0003-4260-1085
DP250100893,2025,Active,1025000,1055550.0,The Australian National University,Prof Ben Corry; Dr Zijing Zhou,0000-0002-6324-442X
DP250101689,2025,Active,242634,254563.0,The University of Sydney,Prof Christopher Hilliard; Dr Marco Duranti; Dr Isobelle Barrett Meyering,0000-0002-3847-3415; 0000-0001-6846-8505
DP250102186,2025,Active,1076895,1111839.0,The University of Sydney,Dr Claire O'Callaghan; Prof James Shine; Dr Eli Muller,0000-0001-5698-6364; 0000-0003-1762-5499; 0000-0003-2497-0194
DP250104899,2025,Active,638518,661989.0,The University of Western Australia,Dr Hugh Wolgamot; Dr Jana Orszaghova; Dr Nataliia Sergiienko,0000-0003-2722-1340; 0000-0002-3418-398X
DP250104267,2025,Active,570804,593446.0,The University of New South Wales,Prof Dennis Stello,0000-0002-4879-3519
DP250102502,2025,Active,748746,776021.0,Queensland University of Technology,Prof Hongxia Wang; Dr Yang Yang,0000-0003-0146-5259; 0000-0003-1325-7932
DP250100812,2025,Active,768693,796249.0,The University of New South Wales,Prof Rukmi Dutta; Prof Muhammed Rahman; Prof Youguang Guo; Dr Guoyu Chu; A/Prof Victoria Timchenko,0000-0002-8232-3537; 0000-0001-6182-0684; 0000-0001-5466-1515; 0000-0002-1228-5344
DP250104642,2025,Active,693896,715713.0,The University of Adelaide,Dr Amy Clair; Prof Emma Baker; Prof Andrew Beer,0000-0001-5739-183X; 0000-0002-9390-0491; 0000-0002-9255-3985
DP250104145,2025,Active,588188,612823.0,The University of Western Australia,Prof Thomas Wernberg,0000-0003-1185-9745
DP250100937,2025,Active,877410,909315.0,Central Queensland University,Dr Grace Vincent; Prof Sally Ferguson; Dr Madeline Sprajcer; A/Prof Matthew Thomas,0000-0002-7036-7823; 0000-0002-4966-871X
DP250101589,2025,Active,575360,597356.0,The University of New South Wales,A/Prof Kathryn Poole; Prof Boris Martinac,0000-0003-0879-6093
DP250101445,2025,Active,650943,678059.0,The University of Queensland,Dr Caroline Knight; Prof Sharon Parker; Prof Nicole Gillespie,0000-0002-0978-1873
DP250100542,2025,Active,408977,422568.0,Griffith University,Prof Michelle Hood; Prof Peter Creed; Prof Andrea Bialocerkowski; Dr Xi Wen Chan,0000-0002-2240-030X; 0000-0001-5946-5679; 0000-0002-1301-4386
DP250100922,2025,Active,535000,554063.0,RMIT University,A/Prof Huacheng Zhang; Dr Jue Hou,0000-0001-5464-2947; 0000-0003-0325-6979
DP250100973,2025,Active,649361,678313.0,RMIT University,A/Prof Jean-Philippe Tetienne; Prof Igor Aharonovich; Dr David Broadway,0000-0001-5796-2508; 0000-0003-4304-3935; 0000-0002-7375-8766
DP250103135,2025,Active,523011,536234.0,The University of Sydney,Prof Stefan Williams; A/Prof Thierry Peynot; Dr Donald Dansereau,0000-0001-9416-5639; 0000-0003-2540-1639
DP250104637,2025,Active,494844,506906.0,The University of Queensland,Prof Jianhua Guo; Dr Katherine Bowerman,0000-0002-4732-9175; 0000-0003-2339-114X
DP250102885,2025,Active,672413,698828.0,Queensland University of Technology,Prof Cheng Yan; Prof Zhanying Zhang,0000-0002-8041-0389
DP250102887,2025,Active,683413,710561.0,Queensland University of Technology,Prof Cheng Yan; Dr Michael Jones; Dr Konstantin Faershteyn,0000-0002-0720-8715
DP250100407,2025,Active,195000,206812.0,The University of Melbourne,Prof Simon Loertscher,0000-0003-1138-3775
DP250102550,2025,Active,740000,768961.0,The University of Queensland,Prof Matthew Sweet,0000-0002-0406-8139
DP250101089,2025,Active,527724,542021.0,The University of Melbourne,Prof Brock Bastian; Dr Kelly Kirkland,0000-0003-4619-3322; 0000-0001-7286-6506
DP250103980,2025,Active,570767,594020.0,The University of New South Wales,A/Prof Zi (Sophia) Gu; Dr Siddulu Naidu Talapaneni,
DP250101240,2025,Active,588278,613099.0,Deakin University,Prof Emily Potter; Prof Donna Houston; A/Prof Fiona Miller; A/Prof Brigid Magner,0000-0002-4171-3002; 0000-0003-3181-3517; 0000-0003-4427-6466; 0000-0003-2294-2958
DP250101811,2025,Active,526117,546060.0,RMIT University,Prof Leslie Yeo; A/Prof Ravichandar Babarao,0000-0002-5949-9729; 0000-0003-3556-495X
DP250100514,2025,Active,598386,627980.0,The University of Sydney,Prof Manfred Lenzen; Dr Mengyu Li; Prof Thomas Wiedmann; Dr Cameron Allen,0000-0002-6791-1170; 0000-0002-6395-8887; 0000-0001-9954-6684
DP250100527,2025,Active,510011,529880.0,The Australian National University,Prof Uri Onn; Dr David Baraglia; Dr Ian Le; A/Prof Masoud Kamgarpour,0000-0001-6787-7147; 0000-0001-6751-0898; 0000-0001-9522-256X
DP250102084,2025,Active,748781,767967.0,Queensland University of Technology,Prof Paula McDonald; A/Prof Penelope Williams; A/Prof Ben Matthews,0000-0002-3549-4691; 0000-0002-2680-9129; 0000-0003-1128-729X
DP250101244,2025,Active,625501,659143.0,The University of Sydney,Prof Abbas El-Zein; Prof Balwant Singh; A/Prof Pierre Rognon,0000-0002-9751-2971; 0000-0001-7071-2247
DP250101036,2025,Active,435000,452108.0,The University of Queensland,Prof Fred Roosta; Dr Lindon Roberts,0000-0002-6920-7072; 0000-0001-6438-9703
DP250100955,2025,Active,677700,705532.0,The University of New South Wales,Prof Chongmin Song; Prof Ean Tat Ooi,0000-0001-8791-9068
DP250104537,2025,Active,671006,692096.0,The Australian National University,A/Prof Bram Slagmolen; Prof Phil Cummins,0000-0002-2471-3828
DP250101137,2025,Active,577752,600718.0,The University of New South Wales,Prof Jie Bao,0000-0002-6774-9863
DP250103453,2025,Active,547886,568744.0,The University of Adelaide,Dr Thomas Fallon,0000-0002-6495-5282
DP250102044,2025,Active,742533,758686.0,The University of New South Wales,Prof Justine Nolan; Prof Natalie Klein; Prof Shelley Marshall,0000-0002-9744-020X; 0000-0003-4059-3309
DP250102643,2025,Active,675265,697912.0,The University of New South Wales,Prof Natalie Klein; Prof Sarah Williams,
DP250100728,2025,Active,448919,474213.0,The Australian National University,A/Prof Francesco Ricatti; Prof Nathalie Nguyen; Prof Tanya Evans; Dr Alexandra Dellios; Dr Liz Allen,0000-0002-0745-7287; 0000-0002-5468-1759; 0000-0003-3701-9736; 0000-0002-3485-005X
DP250100890,2025,Active,417743,429600.0,The University of Melbourne,A/Prof Peter Koval; Prof Vassilis Kostakos,0000-0003-2460-0943; 0000-0003-2804-6038
DP250101112,2025,Active,483000,501574.0,The University of New South Wales,Prof Guoyin Li; Prof Vaithilingam Jeyakumar,0000-0002-2099-7974
DP250100762,2025,Active,572736,594721.0,The University of Sydney,Dr Daniel Tubbenhauer; A/Prof Kevin Coulembier,0000-0001-7265-5047; 0000-0003-0996-3965
DP250101852,2025,Active,728736,760252.0,The University of New South Wales,A/Prof Terry Frankcombe; Prof Yun Liu; Dr Cheng Yang,0000-0002-5404-3909; 0000-0002-2497-7014
DP250100184,2025,Active,532363,553355.0,Macquarie University,A/Prof Rita Matulionyte; Prof Farah Magrabi; Prof Amin Beheshti,0000-0002-5202-1351; 0000-0002-8426-5588; 0000-0002-5988-5494
DP250101443,2025,Active,833154,868191.0,The University of Sydney,Dr Gareth Bryant; Dr Sophie Webber; Dr Benjamin Spies-Butcher; Dr Claire Parfitt; Dr Svenja Keele,0000-0002-7597-4622; 0000-0002-0427-5082; 0000-0002-5205-5746; 0000-0001-8363-9165
DP250100824,2025,Active,595956,601359.0,The University of Melbourne,A/Prof Ting Xue; Prof Kari Vilonen,0000-0003-4231-2910
DP250103140,2025,Active,500021,517865.0,James Cook University,Dr Helena Radke; Prof Michelle Ryan; Dr Emina Subasic,0000-0002-9451-1535; 0000-0003-1091-9275; 0000-0001-7987-4859
DP250101190,2025,Active,618971,640658.0,RMIT University,Dr Amy Gelmi,0000-0003-1636-6448
DP250102748,2025,Active,610710,640776.0,The University of Queensland,Dr David Gildfind; Prof Timothy McIntyre; Dr Tristan Vanyai,0000-0003-1678-2660; 0000-0002-6590-3564; 0000-0002-5248-2545
DP250101530,2025,Active,656338,681344.0,The University of Sydney,Prof Hala Zreiqat,
DP250100104,2025,Active,765067,788588.0,The University of New South Wales,Prof Marc Wilkins; Dr Joshua Hamey,0000-0002-0463-8955
DP250102415,2025,Active,532924,543018.0,The University of New South Wales,A/Prof Yang Shen; A/Prof Jonathan Ziveyi,0000-0002-0559-2231; 0000-0001-9029-8039
DP250101655,2025,Active,552481,562614.0,The University of Sydney,A/Prof Pierre Rognon; Prof David Airey; Dr Benjamin Marks,0000-0001-7071-2247; 0000-0002-1474-0697; 0000-0003-2928-9349
DP250100304,2025,Active,597196,621362.0,Southern Cross University,Prof Edward Burton; A/Prof Luke Mosley; Prof Robert Fitzpatrick,0000-0002-9628-089X; 0000-0002-7446-8955
DP250100582,2025,Active,506636,525847.0,RMIT University,Prof Ibrahim Khalil; Dr Xiaoyu Xia,0000-0001-5512-114X; 0000-0003-3526-3217
DP250100343,2025,Active,486393,501743.0,The University of Sydney,Dr Joanne Gray; Prof Marcus Carter; Dr Ben Egliston,0000-0001-5425-4979; 0000-0002-4866-4928; 0000-0002-7878-7208
DP250100738,2025,Active,708401,733663.0,The University of Western Australia,Prof Rob Atkin; Prof Gregory Warr; Prof Debbie Silvester; Dr Karolina Matuszek,0000-0001-8781-7854; 0000-0002-6893-1253; 0000-0002-7678-7482; 0000-0001-8979-5927
DP250100850,2025,Active,629178,654895.0,Queensland University of Technology,A/Prof Laura Bray; Prof Carlos Salomon,0000-0002-1174-0018; 0000-0003-4474-0046
DP250103993,2025,Active,724942,753685.0,University of South Australia,Prof Anthony Elliott AM,0000-0002-0765-4467
DP250101962,2025,Active,619744,643897.0,The University of New South Wales,Prof Pauline Grosjean; Dr Ieda Rodrigues Matavelli; A/Prof Victoria Baranov,0000-0003-4777-6466
DP250100366,2025,Active,592000,615829.0,Queensland University of Technology,Dr Qianqian Yang; A/Prof Viktor Vegh,0000-0002-4331-5059; 0000-0002-4310-1421
DP250101228,2025,Active,715617,741417.0,La Trobe University,Prof Andy Herries; A/Prof Justin Adams; Dr Angeline Leece,0000-0002-2905-2002; 0000-0002-6214-9850; 0000-0003-3348-3726
DP250104787,2025,Active,1269449,1295389.0,The University of Western Australia,Prof Hongqi Sun,0000-0003-0907-5626
DP250103212,2025,Active,657915,684065.0,The University of Queensland,Dr Melanie White,0000-0002-7399-8348
DP250100134,2025,Active,929546,979041.0,Australian Catholic University,Prof Susan Edwards; Prof Michael Henderson; Prof Jane Page; Prof Amanda Third; Dr Victoria Minson,0000-0002-5945-0597; 0000-0002-6389-8300; 0000-0002-2310-4051; 0000-0002-4437-0340; 0000-0001-9999-0582
DP250103542,2025,Active,558403,580741.0,Deakin University,Prof Ying Ian Chen; Dr Baozhi Yu; Dr Xuequan Lu,0000-0002-7322-2224; 0000-0002-4401-7141; 0000-0003-0959-408X
DP250100998,2025,Active,767243,796618.0,Griffith University,A/Prof Thomas Ve; Dr Santosh Rudrawar,0000-0002-0113-1905; 0000-0002-4548-6433
DP250100698,2025,Active,686295,706377.0,Flinders University,Prof Karin Nordstrom,0000-0002-6020-6348
DP250104387,2025,Active,644976,672539.0,Griffith University,Prof Michael Simmonds; Prof Daniel Kolarich; Dr Lennart Kuck; A/Prof Jason Peart,0000-0001-8145-6787; 0000-0002-8452-1350; 0000-0003-2394-6547; 0000-0002-1027-9995
DP250102499,2025,Active,455058,469771.0,The University of Queensland,Prof Nicholas Carah; Dr Thao Phan; Prof Mark Andrejevic,0000-0002-0378-1303; 0000-0002-2013-3359
DP250101095,2025,Active,445000,462108.0,Queensland University of Technology,Prof Scott McCue; Dr Michael Dallaston,0000-0001-5304-2384; 0000-0001-8993-6961
DP250102285,2025,Active,214000,217666.0,Australian Catholic University,Dr Michael Hanaghan; A/Prof Stephen Carlson; Prof Bronwen Neil,0000-0002-5055-703X; 0000-0002-9519-6389
DP250101822,2025,Active,735082,775010.0,The University of New South Wales,Prof Jill Bennett; Prof Michael Thielscher; Mr Volker Kuchelmeister,
DP250100818,2025,Active,626397,651540.0,The University of Melbourne,Prof Celia McMichael; Dr Annah Piggott-McKellar; Prof Karen McNamara,0000-0002-4572-602X; 0000-0002-2810-9812; 0000-0002-4511-8403
DP250101771,2025,Active,328469,345659.0,Macquarie University,Prof Tom Smith; Prof Yin Liao; A/Prof Di Bu; Dr Natasha Fernandes; Prof Niloufer Selvadurai,0000-0002-5343-0579; 0000-0002-8714-6808; 0000-0002-9212-7839; 0000-0002-0426-7357
DP250100324,2025,Active,838583,867759.0,The Australian National University,Prof Cressida Fforde; Prof Daryle Rigney; A/Prof Steve Hemming; Prof Craig Longman,0000-0001-5095-5444; 0000-0002-9642-9906; 0000-0002-3284-1264; 0000-0002-4718-9838
DP250100058,2025,Active,546940,568938.0,The University of Melbourne,Prof David Bissell; Prof Ilan Wiesel,0000-0002-7244-1775
DP250102621,2025,Active,483108,502166.0,RMIT University,Prof Alice Payne; A/Prof Tiziana Ferrero-Regis; Dr Zoe Mellick,0000-0002-1570-6378; 0000-0003-4673-2680; 0000-0002-8101-1742
DP250100078,2025,Active,538596,547269.0,The University of New South Wales,Prof Qihe Tang; Prof Elise Payzan-LeNestour,0000-0002-5985-8939; 0000-0001-8658-3208
